Alderman,Committee,Start,End,
"u'Scott, Jr. Michael'","u'Committee on Economic, Capital and Technology Development'",2015-05-20,2019-05-20,
"u'Scott, Jr. Michael'",u'Committee on Education and Child Development',2015-05-20,2019-05-20,
"u'Scott, Jr. Michael'",u'Committee on Housing and Real Estate',2015-05-20,2019-05-20,
"u'Scott, Jr. Michael'",u'Committee on License and Consumer Protection',2015-05-20,2019-05-20,
"u'Scott, Jr. Michael'","u'Committee on Special Events, Cultural Affairs and Recreation'",2015-05-20,2019-05-20,
"u'Scott, Jr. Michael'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Scott, Jr. Michael'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Scott, Jr. Michael'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Scott, Jr. Michael'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Scott, Jr. Michael'",u'Joint Committee: Finance; License and Consumer Protection',2015-10-21,2019-05-20,
"u'Scott, Jr. Michael'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2016-06-17,2019-05-20,
"u'Scott, Jr. Michael'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Scott, Jr. Michael'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Scott, Jr. Michael'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2016-05-18,2019-05-20,
"u'Scott, Jr. Michael'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Silverstein, Debra L.'",u'City Council',2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'",u'Committee on Budget and Government Operations',2015-05-20,2019-05-20,
"u'Silverstein, Debra L.'","u'Committee on Committees, Rules and Ethics'",2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'",u'Committee on Finance',2015-05-20,2019-05-20,
"u'Silverstein, Debra L.'",u'Committee on License and Consumer Protection',2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'",u'Committee on Pedestrian and Traffic Safety',2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'",u'Committee on Public Safety',2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'","u'Committee on Special Events, Cultural Affairs and Recreation'",2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'",u'Committee on Workforce Development and Audit',2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Silverstein, Debra L.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee: Finance; Public Safety',2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee: Human Relations; Public Safety',2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2011-05-16,2019-05-20,
"u'Silverstein, Debra L.'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Silverstein, Debra L.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Smith, Michele'",u'City Council',2011-05-16,2019-05-20,
"u'Smith, Michele'","u'Committee on Committees, Rules and Ethics'",2011-05-16,2019-05-20,
"u'Smith, Michele'","u'Committee on Economic, Capital and Technology Development'",2011-05-16,2019-05-20,
"u'Smith, Michele'",u'Committee on Education and Child Development',2015-05-20,2019-05-20,
"u'Smith, Michele'",u'Committee on Human Relations',2011-05-16,2019-05-20,
"u'Smith, Michele'",u'Committee on License and Consumer Protection',2015-05-20,2019-05-20,
"u'Smith, Michele'","u'Committee on Special Events, Cultural Affairs and Recreation'",2011-05-16,2019-05-20,
"u'Smith, Michele'",u'Committee on Transportation and Public Way',2011-05-16,2019-05-20,
"u'Smith, Michele'",u'Committee on Workforce Development and Audit',2011-05-16,2019-05-20,
"u'Smith, Michele'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2011-05-16,2019-05-20,
"u'Smith, Michele'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Smith, Michele'",u'Joint Committee: Finance; License and Consumer Protection',2015-10-21,2019-05-20,
"u'Smith, Michele'",u'Joint Committee: Human Relations; Public Safety',2011-05-16,2019-05-20,
"u'Smith, Michele'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Smith, Michele'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Smith, Michele'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2007-05-04,2019-05-20,
"u'Smith, Michele'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Solis, Daniel'",u'City Council',1995-03-06,2019-05-20,
"u'Solis, Daniel'",u'Committee on Aviation',2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Committee on Budget and Government Operations',2007-05-21,2019-05-20,
"u'Solis, Daniel'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Committee on Education and Child Development',2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Committee on Finance',2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Committee on Human Relations',2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Committee on Public Safety',2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Committee on Workforce Development and Audit',2007-05-21,2019-05-20,
"u'Solis, Daniel'","u'Committee on Zoning, Landmarks and Building Standards'",2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Solis, Daniel'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee: Finance; Public Safety',1995-03-06,2019-05-20,
"u'Solis, Daniel'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee: Human Relations; Public Safety',2007-05-21,2019-05-20,
"u'Solis, Daniel'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Solis, Daniel'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Solis, Daniel'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Sposato, Nicholas'",u'City Council',2015-05-18,2019-05-20,
"u'Sposato, Nicholas'",u'Committee on Aviation',2016-04-13,2019-05-20,
"u'Sposato, Nicholas'",u'Committee on Budget and Government Operations',2016-04-13,2019-05-20,
"u'Sposato, Nicholas'","u'Committee on Committees, Rules and Ethics'",2011-05-16,2019-05-20,
"u'Sposato, Nicholas'",u'Committee on Finance',2015-05-20,2019-05-20,
"u'Sposato, Nicholas'",u'Committee on Public Safety',2011-05-16,2019-05-20,
"u'Sposato, Nicholas'","u'Committee on Special Events, Cultural Affairs and Recreation'",2011-05-16,2019-05-20,
"u'Sposato, Nicholas'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Sposato, Nicholas'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Sposato, Nicholas'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Sposato, Nicholas'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Sposato, Nicholas'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Sposato, Nicholas'",u'Joint Committee: Finance; Public Safety',2011-05-16,2019-05-20,
"u'Sposato, Nicholas'",u'Joint Committee: Human Relations; Public Safety',2011-05-16,2019-05-20,
"u'Sposato, Nicholas'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Sposato, Nicholas'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Sposato, Nicholas'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Sposato, Nicholas'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Taliaferro, Chris'",u'City Council',2015-05-18,2019-05-20,
"u'Taliaferro, Chris'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
"u'Taliaferro, Chris'",u'Committee on Human Relations',2015-05-20,2019-05-20,
"u'Taliaferro, Chris'",u'Committee on License and Consumer Protection',2015-05-20,2019-05-20,
"u'Taliaferro, Chris'",u'Committee on Pedestrian and Traffic Safety',2015-05-20,2019-05-20,
"u'Taliaferro, Chris'",u'Committee on Public Safety',2015-05-20,2019-05-20,
"u'Taliaferro, Chris'",u'Committee on Transportation and Public Way',2015-05-20,2019-05-20,
"u'Taliaferro, Chris'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Taliaferro, Chris'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Taliaferro, Chris'",u'Joint Committee: Finance; License and Consumer Protection',2015-10-21,2019-05-20,
"u'Taliaferro, Chris'",u'Joint Committee: Finance; Public Safety',2015-07-29,2019-05-20,
"u'Taliaferro, Chris'",u'Joint Committee: Human Relations; Public Safety',2015-12-16,2019-05-20,
"u'Taliaferro, Chris'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Taliaferro, Chris'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Taliaferro, Chris'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2016-05-18,2019-05-20,
"u'Taliaferro, Chris'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Taliaferro, Chris'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Thompson, Patrick D.'",u'City Council',2015-05-18,2019-05-20,
"u'Thompson, Patrick D.'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
"u'Thompson, Patrick D.'","u'Committee on Economic, Capital and Technology Development'",2015-05-20,2019-05-20,
"u'Thompson, Patrick D.'",u'Committee on Finance',2015-05-20,2019-05-20,
"u'Thompson, Patrick D.'",u'Committee on Human Relations',2015-05-20,2019-05-20,
"u'Thompson, Patrick D.'",u'Committee on Public Safety',2015-05-20,2019-05-20,
"u'Thompson, Patrick D.'","u'Committee on Special Events, Cultural Affairs and Recreation'",2015-05-20,2019-05-20,
"u'Thompson, Patrick D.'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Thompson, Patrick D.'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Thompson, Patrick D.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Thompson, Patrick D.'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Thompson, Patrick D.'",u'Joint Committee: Finance; License and Consumer Protection',2015-10-21,2019-05-20,
"u'Thompson, Patrick D.'",u'Joint Committee: Finance; Public Safety',2015-07-29,2019-05-20,
"u'Thompson, Patrick D.'",u'Joint Committee: Human Relations; Public Safety',2015-12-16,2019-05-20,
"u'Thompson, Patrick D.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Thompson, Patrick D.'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Thompson, Patrick D.'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Thompson, Patrick D.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Tunney, Thomas'",u'City Council',2003-01-16,2019-05-20,
"u'Tunney, Thomas'",u'Committee on Budget and Government Operations',2007-05-21,2019-05-20,
"u'Tunney, Thomas'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2019-05-20,
"u'Tunney, Thomas'","u'Committee on Economic, Capital and Technology Development'",2007-05-21,2019-05-20,
"u'Tunney, Thomas'",u'Committee on Finance',2007-05-21,2019-05-20,
"u'Tunney, Thomas'",u'Committee on Health and Environmental Protection',2007-05-21,2019-05-20,
"u'Tunney, Thomas'",u'Committee on License and Consumer Protection',2007-05-21,2019-05-20,
"u'Tunney, Thomas'","u'Committee on Special Events, Cultural Affairs and Recreation'",2015-05-20,2019-05-20,
"u'Tunney, Thomas'",u'Committee on Workforce Development and Audit',2007-05-21,2019-05-20,
"u'Tunney, Thomas'","u'Committee on Zoning, Landmarks and Building Standards'",2007-05-21,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Tunney, Thomas'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee: Finance; Public Safety',2003-01-16,2019-05-20,
"u'Tunney, Thomas'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2019-05-20,
"u'Tunney, Thomas'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2007-05-21,2019-05-20,
"u'Tunney, Thomas'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Tunney, Thomas'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Valencia, Anna M.'",u'Office of the City Clerk',2017-01-25,2019-05-20,
"u'Villegas, Gilbert'",u'City Council',2015-05-18,2019-05-20,
"u'Villegas, Gilbert'",u'Committee on Aviation',2015-05-20,2019-05-20,
"u'Villegas, Gilbert'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
"u'Villegas, Gilbert'","u'Committee on Economic, Capital and Technology Development'",2015-05-20,2019-05-20,
"u'Villegas, Gilbert'",u'Committee on Health and Environmental Protection',2015-05-20,2019-05-20,
"u'Villegas, Gilbert'",u'Committee on Pedestrian and Traffic Safety',2015-05-20,2019-05-20,
"u'Villegas, Gilbert'",u'Committee on Transportation and Public Way',2015-05-20,2019-05-20,
"u'Villegas, Gilbert'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Villegas, Gilbert'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Villegas, Gilbert'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2016-05-18,2019-05-20,
"u'Villegas, Gilbert'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Villegas, Gilbert'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Waguespack, Scott'",u'City Council',2007-05-21,2019-05-20,
"u'Waguespack, Scott'",u'Committee on Budget and Government Operations',2007-05-21,2019-05-20,
"u'Waguespack, Scott'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2019-05-20,
"u'Waguespack, Scott'",u'Committee on Education and Child Development',2007-05-21,2019-05-20,
"u'Waguespack, Scott'",u'Committee on Finance',2007-05-21,2019-05-20,
"u'Waguespack, Scott'",u'Committee on Human Relations',2015-05-20,2019-05-20,
